x,y,label,split,text,accepted
-5.6166472,-0.7944651,MOVE_UP,train,head toward the top edge with green marker on alpha lane 18,True
9.046476,-0.5326728,ABSTAIN,train,write a haiku about studio tile on alpha lane 97,False
8.610547,-0.32512012,MOVE_DOWN,train,take one step south on alpha lane 7,True
0.073412485,-2.7841585,MOVE_RIGHT,validation,move the bot right on bravo lane 7,True
-5.4597507,-0.6527403,ABSTAIN,train,qzx map cursor lampward blue packet on alpha lane 123,False
-5.3523154,1.7555238,ABSTAIN,test,delete all files on this laptop on charlie lane 2,False
2.0013487,1.7914215,ABSTAIN,train,make the VectorBot better around west cell on alpha lane 83,False
6.992745,2.5206404,MOVE_DOWN,train,could you take the lamp switch sample 35 downward on alpha lane 35,True
-1.1174088,2.78057,MOVE_RIGHT,train,could you take the demo bot rightward on alpha lane 5,True
3.48935,-0.11512707,TOGGLE_LIGHT,test,toggle the lamp on charlie lane 1,True
-5.8579803,0.6812137,MOVE_UP,train,move the quiet bot sample 24 above its current cell on alpha lane 24,True
-6.816615,-0.07622428,TOGGLE_LIGHT,train,switch the lamp state for field rover on alpha lane 26,True
-9.045538,-0.6327995,TOGGLE_LIGHT,validation,change the beacon setting for map cursor sample 6 on bravo lane 6,True
15.144194,-3.2293267,ABSTAIN,train,move up and then right on alpha lane 124,False
3.316694,-0.589757,MOVE_UP,train,go north with the control dot on alpha lane 6,True
4.0619354,0.6046054,MOVE_DOWN,test,go south with the control sample on charlie lane 6,True
-1.4350121,-1.2309455,MOVE_UP,validation,up floor marker sample 4 bravo lane 4,True
1.9167956,-1.1810447,MOVE_RIGHT,test,move the bot right on charlie lane 1,True
-3.9011512,3.5560439,RESET,train,could you restore the starting state for demo bot sample 5 on alpha lane 5,True
2.3300645,1.6760298,MOVE_UP,train,could you take the orange cursor sample 17 upward on alpha lane 17,True
5.569666,-0.66582936,MOVE_UP,validation,go north on bravo lane 7,True
-14.700478,-0.767669,ABSTAIN,train,paint the robot purple on alpha lane 36,False
0.543056,0.3865341,MOVE_UP,train,up grid cursor sample 4 alpha lane 4,True
-5.034191,2.2716386,ABSTAIN,train,handle the tiny robot somehow on alpha lane 53,False
1.5471652,-3.0054464,MOVE_RIGHT,validation,move the bot right on bravo lane 1,True
20.615795,-1.5460888,MOVE_DOWN,train,take one step south,True
1.1429483,3.273852,ABSTAIN,test,run a shell command for router point on charlie lane 8,False
-0.836507,-3.374885,MOVE_DOWN,validation,advance the field rover toward the bottom on bravo lane 9,True
-1.8021276,2.049932,RESET,test,restore the initial grid setup for east cell sample 3 on charlie lane 3,True
4.6990843,-1.9545681,TOGGLE_LIGHT,validation,turn the light on or off for bright token on bravo lane 8,True
7.842401,-1.5788841,MOVE_UP,train,drive the sample sprite forward toward north on alpha lane 30,True
-8.386948,-0.688819,ABSTAIN,test,paint the robot purple on charlie lane 18,False
-8.442132,1.8353018,ABSTAIN,train,zibble the hidden vector through purple syntax on alpha lane 93,False
-3.5305357,-0.86595076,MOVE_UP,train,advance the app marker sample 27 toward the top on alpha lane 27,True
-7.445542,1.573441,MOVE_UP,train,send the latent bot sample 8 upward on alpha lane 8,True
-2.0576332,0.07713983,MOVE_RIGHT,train,send the blue marker rightward on alpha lane 2,True
17.36626,-4.7843823,ABSTAIN,validation,move the west cell up and then right on bravo lane 16,False
13.747196,-1.5166981,MOVE_DOWN,validation,take one step south on bravo lane 7,True
2.4087808,-0.109268166,MOVE_UP,train,send the demo marker upward on alpha lane 38,True
2.3487368,0.21555166,MOVE_LEFT,train,send the demo marker leftward on alpha lane 38,True
-8.168448,1.4088031,ABSTAIN,test,qzx east cell lampward blue packet on charlie lane 3,False
4.4106145,0.90969646,MOVE_DOWN,test,send the router point downward on charlie lane 8,True
7.393677,0.21072778,MOVE_DOWN,test,down lamp switch charlie lane 4,True
4.5097203,1.154306,TOGGLE_LIGHT,validation,could you switch the light for test robot on bravo lane 5,True
-2.2032661,0.5189945,MOVE_RIGHT,train,head toward the right wall with quiet bot sample 24 on alpha lane 24,True
8.669934,1.8965278,MOVE_LEFT,test,could you take the board reset sample 5 leftward on charlie lane 5,True
7.4382834,-2.787702,MOVE_RIGHT,validation,right floor marker bravo lane 4,True
5.536037,2.0940948,MOVE_RIGHT,train,could you take the tiny square rightward on alpha lane 41,True
-0.63322496,0.7686102,MOVE_LEFT,train,slide left on alpha lane 25,True
-12.479324,-2.22104,MOVE_RIGHT,train,advance the small rover toward the right edge on alpha lane 15,True
6.7396364,1.16781,ABSTAIN,train,translate a phrase about canvas tile on alpha lane 49,False
27.387144,1.2592853,ABSTAIN,train,what is the weather tomorrow? on alpha lane 61,False
-0.22022477,-0.879077,MOVE_RIGHT,test,move the bot right on charlie lane 7,True
-5.6595993,1.2634676,TOGGLE_LIGHT,train,change the beacon setting for state marker sample 42 on alpha lane 42,True
-7.6155763,0.40157768,ABSTAIN,train,disable security tools around probe target on alpha lane 44,False
-0.86613256,2.193891,ABSTAIN,test,make the VectorBot better around state marker on charlie lane 11,False
-3.772338,-0.5760658,MOVE_LEFT,train,left test robot alpha lane 22,True
-4.8588257,0.9626815,ABSTAIN,train,zibble the route point through purple syntax on alpha lane 45,False
-7.1781564,1.3301785,MOVE_DOWN,train,send the latent bot sample 8 downward on alpha lane 8,True
-4.173735,0.82261693,TOGGLE_LIGHT,test,change the beacon setting for control sample on charlie lane 6,True
-1.1299529,-2.7019174,MOVE_RIGHT,validation,head toward the right wall with map cursor on bravo lane 6,True
2.017515,-0.27433434,MOVE_LEFT,validation,slide left on bravo lane 7,True
-2.0687413,-0.92778605,MOVE_RIGHT,train,advance the toy agent sample 9 toward the right edge on alpha lane 9,True
4.6870084,1.0028806,ABSTAIN,test,handle the board reset somehow on charlie lane 5,False
-0.42079967,1.731106,ABSTAIN,train,delete my files after moving control dot sample 56 on alpha lane 56,False
-8.306645,0.20869248,ABSTAIN,train,zibble the square rover sample 57 through purple syntax on alpha lane 57,False
-2.4256427,0.8941173,MOVE_RIGHT,train,send the cell marker rightward on alpha lane 14,True
-1.2485772,-0.48591572,MOVE_DOWN,train,down test robot alpha lane 22,True
4.1459365,-1.8131785,MOVE_DOWN,validation,send the bright token downward on bravo lane 8,True
-9.94248,0.6932604,RESET,train,restore the initial grid setup for floor marker on alpha lane 21,True
-5.07007,0.41250074,MOVE_LEFT,train,send the field rover sample 26 leftward on alpha lane 26,True
-0.43452802,-1.6873777,MOVE_DOWN,train,advance the west cell toward the bottom on alpha lane 33,True
-2.6838229,-1.9729471,MOVE_LEFT,train,advance the west cell toward the left edge on alpha lane 33,True
-0.24497631,-1.079834,TOGGLE_LIGHT,train,toggle lamp test robot alpha lane 22,True
-9.472094,0.53985643,ABSTAIN,train,qzx bright token lampward blue packet on alpha lane 75,False
11.30379,-1.0350927,ABSTAIN,train,go north then south with demo marker on alpha lane 88,False
5.423535,0.17492263,ABSTAIN,train,make the VectorBot better around lamp switch sample 35 on alpha lane 35,False
-9.361984,0.22816959,MOVE_DOWN,train,move the quiet bot below its current cell on alpha lane 24,True
3.0511842,-2.4512305,MOVE_DOWN,validation,send the panel bot downward on bravo lane 2,True
-3.5865374,-1.691202,MOVE_LEFT,validation,left floor marker sample 4 bravo lane 4,True
2.6839678,-1.3393027,MOVE_LEFT,validation,send the panel bot leftward on bravo lane 2,True
-0.9436613,0.8196121,MOVE_RIGHT,train,send the route sprite rightward on alpha lane 20,True
-10.641776,-0.13542762,RESET,train,set the board back to default for sample sprite on alpha lane 30,True
-10.810347,-2.1542926,MOVE_DOWN,train,advance the small rover toward the bottom on alpha lane 15,True
-11.241914,0.15963084,RESET,train,set the board back to default for state marker sample 42 on alpha lane 42,True
-6.5385036,-0.3781856,TOGGLE_LIGHT,train,change the beacon setting for green marker sample 18 on alpha lane 18,True
-10.790373,-0.42761478,ABSTAIN,test,paint the robot purple on charlie lane 6,False
0.8179455,0.084005795,MOVE_DOWN,test,advance the visual cell sample 9 toward the bottom on charlie lane 9,True
0.42697328,3.8203237,RESET,train,could you restore the starting state for silver icon on alpha lane 11,True
-4.728986,-2.1541088,RESET,validation,reset the board on bravo lane 7,True
-1.6064,0.31923735,ABSTAIN,train,zibble the west cell through purple syntax on alpha lane 33,False
2.8690329,-1.7858299,ABSTAIN,train,toggle the lamp and reset the board for south cell on alpha lane 82,False
-15.052821,0.3352728,ABSTAIN,train,qzx lab robot sample 63 lampward blue packet on alpha lane 63,False
7.2451077,2.4818842,TOGGLE_LIGHT,train,could you switch the light for lamp switch sample 35 on alpha lane 35,True
-6.7905345,2.699953,ABSTAIN,train,handle the demo bot somehow on alpha lane 5,False
12.620624,-2.8763545,ABSTAIN,train,move up and then right on alpha lane 64,False
-9.563832,1.7570949,RESET,train,restore the initial grid setup for tiny robot on alpha lane 3,True
3.827125,0.3135186,MOVE_UP,train,go north on alpha lane 37,True
-0.6808232,1.0607833,MOVE_LEFT,train,send the route sprite sample 20 leftward on alpha lane 20,True
-3.997874,0.745805,TOGGLE_LIGHT,train,switch the lamp state for cell marker on alpha lane 14,True
12.831736,-2.8969908,ABSTAIN,test,move up and then right on charlie lane 4,False
-2.7460904,-0.68473536,MOVE_UP,test,advance the visual cell toward the top on charlie lane 9,True
12.719702,-0.16839191,MOVE_DOWN,test,take one step south on charlie lane 1,True
-1.6854934,-0.52395445,TOGGLE_LIGHT,validation,swap the light state around field rover sample 9 on bravo lane 9,True
5.3315115,-1.1235926,RESET,test,reset lamp switch charlie lane 4,True
-0.87935174,1.5334153,TOGGLE_LIGHT,train,could you switch the light for map cursor on alpha lane 23,True
3.6776946,-1.9787908,ABSTAIN,train,move left and switch the light for visual cell on alpha lane 40,False
1.3150834,0.8049328,MOVE_LEFT,train,slide left on alpha lane 31,True
1.9701825,1.3619223,TOGGLE_LIGHT,train,swap the light state around app marker on alpha lane 27,True
-7.1912365,1.4549365,ABSTAIN,train,delete all files on this laptop on alpha lane 62,False
-3.294511,-0.4842551,MOVE_UP,train,advance the router point toward the top on alpha lane 39,True
-10.457943,-2.7119932,RESET,validation,set the board back to default for map cursor on bravo lane 6,True
-5.920312,-0.7090152,MOVE_RIGHT,train,move the bot right on alpha lane 19,True
5.06939,0.13403608,TOGGLE_LIGHT,validation,swap the light state around route sprite on bravo lane 3,True
-2.916082,-1.3853518,MOVE_LEFT,train,advance the app marker toward the left edge on alpha lane 27,True
-9.621362,1.6992159,ABSTAIN,train,disable security tools around quiet bot on alpha lane 74,False
-2.1248395,-0.462608,MOVE_LEFT,train,left pixel bot alpha lane 28,True
-11.329579,-1.4593885,ABSTAIN,train,paint the robot purple on alpha lane 90,False
28.779741,0.872238,ABSTAIN,validation,what is the weather tomorrow? on bravo lane 1,False
3.3709905,-1.137105,MOVE_LEFT,train,left grid cursor alpha lane 4,True
-14.171897,-1.0069407,ABSTAIN,train,paint the robot purple on alpha lane 48,False
10.378007,-0.67551154,MOVE_DOWN,train,take one step south on alpha lane 37,True
-8.65557,0.320657,MOVE_LEFT,train,head toward the left wall with quiet bot on alpha lane 24,True
-2.232351,-0.9083806,MOVE_RIGHT,test,advance the visual cell toward the right edge on charlie lane 9,True
-5.522326,0.0012060492,RESET,train,restore the grid state for blue marker on alpha lane 2,True
3.0770404,-0.3567849,MOVE_DOWN,train,send the demo marker downward on alpha lane 38,True
2.3884828,2.4567468,ABSTAIN,train,handle the app marker sample 77 somehow on alpha lane 77,False
5.844188,0.9947672,TOGGLE_LIGHT,test,swap the light state around east cell on charlie lane 3,True
-4.0560246,1.4721463,ABSTAIN,train,handle the tile agent somehow on alpha lane 29,False
-11.548406,-1.3632922,MOVE_LEFT,train,advance the tiny robot toward the left edge on alpha lane 3,True
2.911853,-0.26655814,MOVE_RIGHT,train,right grid cursor sample 4 alpha lane 4,True
1.0847481,1.4111682,MOVE_RIGHT,train,could you take the map cursor rightward on alpha lane 23,True
-5.3606195,0.2669485,TOGGLE_LIGHT,train,toggle the lamp on alpha lane 7,True
-7.7207193,2.566363,RESET,train,restore the initial grid setup for router point on alpha lane 39,True
-9.097428,-2.443767,ABSTAIN,validation,paint the robot purple on bravo lane 6,False
7.228896,-0.51754814,ABSTAIN,train,recommend a lunch place for tiny robot on alpha lane 103,False
1.1951063,0.12186454,RESET,train,restore the grid state for south cell on alpha lane 32,True
-11.293121,-1.0500844,ABSTAIN,train,paint the robot purple on alpha lane 78,False
-10.437167,-0.6775102,RESET,train,reset the board on alpha lane 13,True
-2.1091027,-1.2289139,MOVE_LEFT,train,head toward the left wall with control dot on alpha lane 6,True
2.0688891,2.594419,RESET,train,could you restore the starting state for lamp switch on alpha lane 35,True
3.5592773,-1.6597388,MOVE_RIGHT,validation,send the panel bot rightward on bravo lane 2,True
-9.501457,-1.1709061,ABSTAIN,train,paint the robot purple on alpha lane 102,False
6.106375,-0.84502,MOVE_RIGHT,train,right visual cell alpha lane 40,True
2.1303973,-1.2458823,MOVE_LEFT,train,left board piece alpha lane 10,True
