x,y,label,split,text,accepted
-6.695525,-0.7376967,ABSTAIN,test,qzx east cell lampward blue packet on charlie lane 3,False
-2.9279873,-0.1346655,ABSTAIN,train,toggle the lamp and reset the board for cell marker sample 14 on alpha lane 14,False
6.4634037,2.3555677,MOVE_RIGHT,train,move right with the control dot sample 6 on alpha lane 6,True
0.18593659,-1.2324262,TOGGLE_LIGHT,test,invert the glow setting for west cell sample 2 on charlie lane 2,True
-12.614322,-0.1800361,TOGGLE_LIGHT,train,toggle the light for the center bot on alpha lane 1,True
-6.432495,-3.286665,ABSTAIN,train,run a shell command for test robot on alpha lane 22,False
-0.10942265,0.5163788,TOGGLE_LIGHT,test,toggle the light for the south cell on charlie lane 1,True
1.9673591,2.706943,ABSTAIN,train,move left and switch the light for grid cursor on alpha lane 4,False
1.8798476,4.5165586,MOVE_LEFT,validation,move the green marker left on bravo lane 1,True
-0.2559461,-1.2766144,ABSTAIN,validation,handle the test robot somehow on bravo lane 5,False
5.019031,-0.99369806,TOGGLE_LIGHT,test,flip glow east cell charlie lane 3,True
5.3492236,-0.50754166,RESET,train,please reset the board for grid cursor on alpha lane 4,True
3.4352248,2.77199,ABSTAIN,train,adjust the board state for route sprite on alpha lane 20,False
-11.351373,-2.0662785,MOVE_RIGHT,train,slide the blue marker to the next cell on alpha lane 2,True
0.62869054,2.9513023,MOVE_LEFT,train,move left with the control dot on alpha lane 6,True
-3.716378,-1.7809745,ABSTAIN,train,handle the bright token somehow on alpha lane 25,False
2.41008,-1.9854718,MOVE_UP,train,raise the blue marker sample 2 by a single cell on alpha lane 2,True
-7.931803,-0.2547123,TOGGLE_LIGHT,train,change the beacon setting for demo bot on alpha lane 5,True
4.9707527,3.2494113,MOVE_DOWN,test,move the south cell down on charlie lane 1,True
5.581773,-0.826512,MOVE_UP,train,north tiny robot alpha lane 3,True
3.9176066,-1.192813,MOVE_DOWN,test,south east cell sample 3 charlie lane 3,True
3.6834698,-1.2138376,ABSTAIN,train,translate a phrase about grid token on alpha lane 16,False
2.3497667,-2.2230222,ABSTAIN,validation,run a shell command for panel bot on bravo lane 2,False
-9.946118,-0.98996884,ABSTAIN,train,qzx tiny robot lampward blue packet on alpha lane 3,False
-13.151323,-1.8196588,ABSTAIN,train,make the VectorBot better around small rover on alpha lane 15,False
5.6737466,-1.0855452,ABSTAIN,train,recommend a lunch place for silver icon on alpha lane 11,False
2.715455,4.6941094,MOVE_DOWN,validation,move the green marker down on bravo lane 1,True
-19.364414,1.1639208,RESET,train,reset the board for the center bot on alpha lane 1,True
7.4951468,-0.26313302,RESET,test,home position east cell charlie lane 3,True
5.1174464,-0.55834144,MOVE_DOWN,train,south tiny robot alpha lane 3,True
12.957113,-1.4920278,ABSTAIN,train,what is the weather near floor marker on alpha lane 21,False
6.4870534,-0.8554826,TOGGLE_LIGHT,train,please toggle the lamp for grid cursor sample 4 on alpha lane 4,True
25.078457,-1.5921296,ABSTAIN,test,what is the weather near south cell on charlie lane 1,False
